"y"	"x1"	"x2"	"x3"
"1"	226.558057260164	226.366978512921	35.6701448358729	43.3613733058848
"2"	225.100041040294	225.101690936671	35.3203558935235	45.3889457886392
"3"	225.249491277003	226.311068994845	35.5880593510422	45.0811892375903
"4"	224.955973045456	225.291101340587	34.7862623716846	43.859750848453
"5"	225.056029924585	225.545709484272	35.9251031143228	45.8193988717832
"6"	225.516706808221	225.010123998175	35.1126619939022	46.4970395910705
"7"	224.537726461203	224.320522606266	34.0077161639052	45.5477802122812
"8"	224.147703619488	224.849173940376	34.8470064294696	45.4113891244602
"9"	224.718782637822	224.368873779826	34.942853838891	44.2876411328271
"10"	226.027265182211	225.025106450354	35.5202122314879	44.0485552804432
"11"	224.878317115569	224.99690067073	35.0366549716094	44.7645170768002
"12"	226.398942158288	227.078653413015	36.3944077326786	43.6564549506988
"13"	224.92106628264	225.069193030084	34.1069875673369	43.9675478882134
"14"	225.096517785389	226.197191882361	36.5633850562136	45.8785560865938
"15"	225.066591369281	225.218527124814	36.1762687226884	43.9899856622764
"16"	222.936438042263	223.576473388103	34.9590747618599	48.1213994855083
"17"	224.371881625234	225.264302082337	35.55742170897	46.0900347723856
"18"	223.442693236968	223.353422689549	33.7666283965158	44.3378837980934
"19"	224.497420951544	224.102815173862	35.5492052699355	44.983352541791
"20"	227.313033019253	227.000800461892	35.9632853030231	43.3594590626638
"21"	224.611032589458	224.556737578135	33.6699009166914	43.5115550676205
"22"	224.094874867114	223.824773208553	33.6713169008824	45.7980808542194
"23"	224.021685467919	224.317701204639	34.3446624652586	44.9764571171337
"24"	225.130289115421	225.258714308875	34.7189137884984	45.0702450056514
"25"	223.244176339517	222.086049836528	33.214289524727	46.232917007338
"26"	224.64147058461	224.145219409676	34.1200120344812	46.2043428281822
"27"	224.852507375792	223.403738398865	32.9975225006585	45.5089792722377
"28"	225.628144876415	226.191318367582	36.8702365132654	44.7842325582547
"29"	223.648799679939	222.732981657855	33.3454921296096	44.6053872044694
"30"	225.028718492357	226.205810801939	35.3512899869174	45.9351010740034
"31"	224.391761131844	223.452254112661	34.6023644934725	45.977808037073
"32"	227.698162244009	227.214695691283	36.2818785512594	43.4725015397457
"33"	225.300135702944	224.409959636212	34.0843640045648	44.8935994849494
"34"	223.960907322823	224.16098949606	33.8977192992807	46.1028355712498
"35"	224.813968292334	225.917060435895	34.8873461583628	45.1739447259899
"36"	224.785679578911	224.821061580148	33.8073260350037	43.9740654666985
"37"	223.325204884925	224.277987694041	35.4452331668981	47.1742634238911
"38"	226.53498489277	227.104554352018	36.2619257499652	44.5779870451951
"39"	223.572349728363	224.433818827254	35.990729149138	45.8251505916305
"40"	226.339330710479	226.301942146791	35.2058837627572	44.4834988194902
"41"	226.20563931409	225.378444036549	35.3204701501413	44.3574509413896
"42"	224.77139648308	225.06374603612	35.2042870699351	44.5414117434293
"43"	225.104807749191	226.033545227184	35.7448045122524	43.0140643356891
"44"	224.579707724668	224.443212303542	34.1751729207648	45.8337800122828
"45"	225.113876875942	225.122376656918	34.9161561183255	44.6069372345833
"46"	225.77098621858	225.129406102705	34.6057578500658	43.1107005245661
"47"	223.630799956765	222.87255187898	33.6380555732989	45.0470464560837
"48"	223.771871568262	223.883505476183	34.1970550540285	45.5215081946544
"49"	224.816389891323	224.701898103225	33.7753875442536	44.2175409570233
"50"	223.884325706984	224.775620130275	35.188313994068	44.0361814486183
"51"	224.529149961618	224.138887549034	34.0954272299096	44.6906803463797
"52"	225.000431138781	225.248755800806	35.5117021404479	45.5828379798228
"53"	226.509198647027	226.829733086548	37.0975137307749	44.4241213823743
"54"	225.693333050911	224.578672198861	33.6871936621066	43.5222082847597
"55"	225.195244892522	225.44749711023	35.7453882513371	44.9491262396884
"56"	225.839413973145	225.619284185816	34.3167520326272	44.0782186201835
"57"	225.885676750022	225.888026337708	35.294872406082	43.1662988814837
"58"	224.950526487034	224.697825046902	35.2450988826884	44.6935904414227
"59"	226.157289738338	225.231832114164	33.8760396283303	44.5673414221416
"60"	225.586591261471	226.108749096178	34.6362674846214	44.0057171639102
"61"	224.533073105381	225.870836787585	36.3945482046681	46.3580133542145
"62"	225.877777708477	225.978867927958	36.1447151851658	44.3958064741373
"63"	225.019791133106	224.253272205862	33.7880334213738	46.044227820751
"64"	225.219629194965	224.918524159374	33.9755672720175	44.3288994836266
"65"	222.609442338784	224.213315346741	34.3968348153961	48.0680738515952
"66"	226.56835058533	225.639727321308	35.1555395010581	43.0600155122338
"67"	225.625209255456	225.959187380164	35.7133629432906	45.3890657631371
"68"	224.9573038233	225.546525329451	35.2901960648116	46.2968437319923
"69"	225.134809335797	224.777023319829	34.1925578589779	44.6373374673991
"70"	224.750873934678	225.099945942512	35.1310632720622	46.3780931562853
"71"	224.668962339176	224.184588335806	34.9500003660835	44.038977511216
"72"	224.713189458106	224.7693901415	33.9487423212543	44.8729565454438
"73"	224.551669677085	225.003510667798	35.128231931393	44.9638348798384
"74"	225.171294478085	225.821049931257	35.7303976010245	45.5905674156288
"75"	225.459853272272	224.943418176937	33.5261020810756	45.6532813377493
"76"	225.056463861482	224.851601604404	33.5688140168727	44.653841622058
"77"	224.126032250322	223.882445420911	33.7665456318693	45.9802999164769
"78"	223.284439059535	223.649334290944	34.9502759326143	45.220553077387
"79"	224.852069649725	225.924597088916	36.0837749314664	45.0965287977222
"80"	224.005295627064	223.697556832322	34.2477292190158	46.844527125628
"81"	224.704158852757	225.49542801405	34.2691841705776	46.2125618921164
"82"	225.793187443761	226.221815299723	36.0153931861913	43.6021348963435
"83"	224.082543594797	224.45776478495	35.4232322386338	45.2558078600786
"84"	225.472985865727	224.840716684335	35.3767011598501	45.0989855215656
"85"	224.382746632235	224.652541678741	34.644455385823	46.4736037700324
"86"	225.566884535364	225.110541936969	35.2439677847634	42.7633055057672
"87"	224.231739431637	223.958507480536	35.4095442927565	46.055530754669
"88"	225.207561149585	225.675213090608	36.552413018842	47.7181494411095
"89"	224.165041308175	225.256364895895	34.6268742417303	44.7327366715121
"90"	227.306228873085	226.90700930579	35.5668605736005	43.5079669946556
"91"	227.012783450144	226.066704988289	35.3217087759848	44.4741099410592
"92"	226.178810210662	226.70313550377	36.5902052948744	45.2614416684011
"93"	222.913218323858	223.398954362018	35.5224873318189	46.5715767929364
"94"	225.117201728761	224.924706273253	34.7684249880014	44.7873221387992
"95"	222.583786269898	222.593401316303	33.5279777403273	44.6240552946224
"96"	224.665178039669	224.755170567277	34.2872754332157	44.5487558832878
"97"	223.916861566058	223.262805353169	33.929014197123	46.3326824766861
"98"	226.20215692856	226.49116721723	36.9847384723839	44.8367163173271
"99"	226.29535634572	225.993871372106	36.3581709274689	44.0918828620392
"100"	225.51884117866	225.758457002217	35.9494822438214	45.9199332489757
"101"	225.744573537744	224.751263516382	34.6086264897954	44.4005654273759
"102"	224.734642126962	223.913957202557	33.3970147151649	45.8177506871805
"103"	226.454590050235	226.202410899322	34.5126777698191	45.0554177813129
"104"	225.192109219422	225.73005586091	35.8918177968522	45.4653807340729
"105"	224.294869609245	224.323500548752	35.0779048928839	45.4790199024113
"106"	223.701495009757	224.650543574634	34.1260815100773	45.6931252196523
"107"	225.799003101095	224.987890218965	35.7429692595356	45.7082191049429
"108"	225.540980674768	225.298717794348	35.9954527609973	44.4075303050222
"109"	225.89066254115	226.446838147509	35.4541423388528	43.5356474594628
"110"	223.840481475953	224.627395406212	34.9437935650048	45.8789426546906
"111"	223.31623557416	223.457974571863	35.5015233988329	46.8421724231591
"112"	226.412093847894	225.989266495453	35.7518856290751	45.665151179776
"113"	224.375366911505	224.948034511257	35.8180251650248	45.8117012804582
"114"	223.951961011253	223.770193155647	34.954620295722	45.660578127941
"115"	224.546644065186	224.454212450982	34.1479714946104	43.9552081665293
"116"	224.285301204404	222.609138703974	32.4322240735031	44.8872432414985
"117"	224.636565200885	224.092588630763	34.6307544545028	46.4882945636152
"118"	225.819530437455	225.587987036171	35.8073642291081	45.0721131578558
"119"	225.319021198652	225.760184575191	35.333020829682	44.8968368930856
"120"	224.856025057568	225.005607441705	33.9223012190661	45.2393384788534
"121"	224.318788073409	224.491237070006	34.834770651901	44.8405510084788
"122"	224.431709006359	223.985025498357	33.2619184676944	44.8303937686044
"123"	224.794337369563	225.061458532018	35.0572018951048	46.1589255726949
"124"	223.552839246522	223.784533132188	34.7063491918488	46.3406372527522
"125"	223.351698922667	224.100809645732	34.9326051623705	45.6153239269537
"126"	224.672818398507	224.396461089457	34.8116569273827	45.5975799093309
"127"	223.49959027038	223.192507787172	33.8187981807736	45.6706540117682
"128"	226.803399872771	225.33636302235	35.407313005836	41.7702134689151
"129"	225.915478604301	225.806248690862	36.1956324334546	44.7761019438596
"130"	224.088078252228	223.581527309844	33.9279947739232	46.2890506554159
"131"	225.355690420902	225.271555706706	34.4734599094705	44.4917189131816
"132"	224.111057680371	224.241650495682	35.1249166789716	45.5709760953216
"133"	223.700771574484	223.592714801735	32.901230452984	45.2408775765144
"134"	225.941837391925	225.780734955698	34.797447680875	43.7162071789685
"135"	225.000578664906	224.45467242066	35.3974962277944	45.1520877351673
"136"	224.160827204336	223.410072062405	33.3527935479592	44.3201599611805
"137"	225.540750116121	224.31171612559	35.1494087312568	45.3219495444116
"138"	224.775081256281	225.125585709132	35.5145234566288	45.1158873734755
"139"	222.54159729444	222.258810859897	32.9226292028127	46.0503934478801
"140"	225.965525163389	226.249941989739	35.0838405843997	44.5693416528932
"141"	226.58454559277	226.408152992736	35.8637296088167	45.2928735391549
"142"	225.477646119315	224.830019651084	35.7647640229847	43.6700723346281
"143"	223.675700789096	223.76077758274	35.5057464823786	46.2718588435932
"144"	225.11601920689	224.743270506269	34.8002761858151	44.5436720748992
"145"	226.041615481819	225.833441238193	36.1783748837712	45.4955994277524
"146"	226.194030873001	225.526606868834	35.3165428652451	44.6750487967108
"147"	224.49214294917	224.029725334952	35.4552555718963	45.3919759015647
"148"	224.24469755229	226.485426712459	35.6398667166	44.0448456442358
"149"	224.87688804639	223.820004323494	34.9462537514191	44.3680164173316
"150"	224.111300577845	225.184646661469	35.4814831186929	46.4551098825004
"151"	224.420012045225	224.647911462204	35.0077096601577	46.1766523666781
"152"	225.728346852824	225.478659710245	36.4734622942039	45.8263332888504
"153"	226.545679274545	225.556390561902	35.5952103414294	43.8855477641785
"154"	225.723554012583	225.07421885069	34.3929285684587	44.1411319310803
"155"	225.272492260429	224.886226932307	34.0193322486094	42.6213221925378
"156"	225.02045534277	226.006690584438	35.956597197966	44.1259819894195
"157"	224.54372383111	224.745763212171	34.3827338178479	44.0577362521584
"158"	223.024733253386	223.181707580842	33.5885407935871	46.2589325649012
"159"	225.298523250165	224.821296614383	34.7045664941221	44.2839441299534
"160"	225.218890146083	226.027026476321	36.3967335364457	44.9465371796611
"161"	224.154195629879	224.595679142751	35.0739115538891	44.914105584179
"162"	225.945965097384	225.071977236617	34.6781357625663	44.9490156811439
"163"	223.144103219385	223.830547414973	34.86930060715	46.9814942170928
"164"	225.07456352748	225.1224862875	36.034526114066	45.9213602691595
"165"	225.058870507029	225.668157307195	37.2582140183124	45.1969149780514
"166"	225.268190010126	225.328069578638	35.2850622060091	43.766373858549
"167"	225.057032916555	224.210629433363	33.8502185529195	44.1404926301235
"168"	225.464308249687	225.692645935935	34.9139178204809	43.5935189884939
"169"	226.270443460193	226.317006132015	35.7121566796156	42.9992549543007
"170"	225.043464090121	225.522656265859	34.5961339824444	44.9339412366952
"171"	224.065358502261	224.798956424491	34.5536925552914	45.3515214711298
"172"	225.526237468145	225.341039932678	34.2633183673906	43.7011976151089
"173"	225.190632005333	224.944734722239	36.0169542435616	45.6240895863939
