"y"	"x1"	"x2"
"1"	585.81871287326	1521.12059623091	58.5280594210738
"2"	586.736358907887	1521.65418751559	59.9224795142149
"3"	584.562503707414	1521.71294366429	59.8844038457293
"4"	585.755034046317	1521.72657739134	59.0883634283943
"5"	585.357146979395	1520.2077003445	58.1742886912873
"6"	584.790542436723	1520.57081777891	58.5015830740941
"7"	585.9223085008	1521.88430679599	59.9413574667009
"8"	585.890361410419	1521.70739023082	59.0415938584235
"9"	585.26908773059	1520.30054475924	57.1202593934251
"10"	583.898010784913	1520.26300437899	58.2557439826255
"11"	585.762863136643	1520.98161196304	57.9208961429916
"12"	585.398503878254	1520.42359787876	59.3828202420535
"13"	584.411863895979	1520.08511399827	58.6382538606792
"14"	586.136227801584	1521.79751792264	59.0574988946635
"15"	584.959757150015	1520.98386672218	60.6019725964071
"16"	585.642395228748	1521.54823842311	59.0038865450384
"17"	585.058042382892	1521.20305912509	59.044886536758
"18"	584.304330636954	1520.46716128827	58.7719642658333
"19"	585.07775657986	1520.39880476689	59.3544018978835
"20"	585.523849269906	1521.25856554879	58.8198515999462
"21"	586.58540378681	1522.79354481359	59.5149576048142
"22"	584.750952825114	1520.32503943004	59.5037917191077
"23"	584.726634462517	1519.42195353728	57.6049645616788
"24"	584.728004140935	1521.43865219947	59.7657122738144
"25"	585.44017240516	1521.61397312826	58.5648575180408
"26"	583.854799004435	1520.11430558923	57.9265309441882
"27"	585.81466072179	1521.10846139421	58.8665406387475
"28"	585.517625885605	1521.13498817255	59.878557174953
"29"	586.95208149679	1521.96567566867	60.7628972403014
"30"	586.045076951065	1521.34615875917	59.6780395085665
"31"	585.693964807956	1520.90643067663	59.9439409733963
"32"	582.757022891763	1519.22715967545	57.2830901470118
"33"	582.783671939396	1518.74462539597	57.3718276968386
"34"	584.192577025627	1519.96077105241	57.6124176451313
"35"	586.586630608907	1522.41516733581	59.6525710098703
"36"	586.055311075883	1521.61989736344	60.2138815481861
"37"	586.348714568915	1522.82076041009	60.1332327313708
"38"	586.490022282621	1521.75325462799	59.7034472605627
"39"	585.999551069539	1522.84430124056	60.7635674674191
"40"	586.934434809736	1522.0676881677	59.7406498226453
"41"	586.100562909929	1521.80301159154	58.9209274239745
"42"	585.758058046965	1521.26926255079	59.1906380031116
"43"	583.478999164307	1520.11424215904	58.614369075925
"44"	585.521664398642	1521.20515572402	59.1624010048669
"45"	585.890959272408	1521.34427504988	59.7569860031405
"46"	583.958222280875	1520.64876078379	58.1585053568161
"47"	584.352114499967	1521.17220981352	59.3829426112082
"48"	583.995429318595	1519.9719316429	58.8765428469548
"49"	584.79440808252	1520.46766736705	57.2243950888515
"50"	583.669953911392	1519.83498362753	57.9457751127589
"51"	584.280315115503	1520.0669211971	58.5688964463024
"52"	585.127049296147	1520.50116252744	58.3842194568382
"53"	585.866415196048	1521.60490262528	59.9907418560602
"54"	583.970731423563	1519.75784064251	57.712394084008
"55"	585.642182552812	1521.57260243032	59.3114436690671
"56"	583.713059408259	1519.89557844238	58.9199058529977
"57"	584.939280713699	1521.25732515918	58.110686171851
"58"	584.107557365331	1520.04656316582	58.0731978303619
"59"	584.232905492046	1521.36114316973	59.6923657848702
"60"	583.328014038122	1519.7195468479	56.846112200262
"61"	584.639261163767	1520.52859974198	57.7189051758685
"62"	584.598572664488	1520.84445227318	57.8548101472079
"63"	585.176082633221	1521.74086847807	59.9786406985581
"64"	583.647182871407	1519.72285776135	58.2953280898098
"65"	584.658538464372	1520.2753919349	59.3085425712084
"66"	585.001956324401	1521.29777620345	58.7382830041819
"67"	583.93212159181	1519.9180302215	58.7067614757174
"68"	585.707697552027	1522.46421885967	59.6275730724681
"69"	583.480324264763	1520.15387959437	58.4879679364705
"70"	585.188785859651	1521.63176717213	59.0530861322168
"71"	584.149180756884	1519.87636655461	57.7389450824929
"72"	583.759622746983	1519.97013519203	57.8432289182715
"73"	584.174954211104	1519.74229455535	57.9350516900464
"74"	584.183757502835	1520.83372567316	58.7845334125154
"75"	586.325619353965	1522.53855766761	59.5996293071149
"76"	585.973971779066	1521.32636652265	58.7049686583657
"77"	585.029772473762	1521.79972755864	58.722743135426
"78"	586.641027916939	1522.69927285854	60.5626453333173
"79"	585.799842062906	1522.35313467162	59.9749971635216
"80"	585.940115158674	1522.34953922218	58.8531749687573
"81"	585.693528162069	1520.97623873412	59.2337336944918
"82"	585.860809771616	1521.81475840619	57.9038860078352
"83"	587.152875316958	1523.41126588803	60.6364934901367
"84"	584.044902871719	1520.52062246564	58.8294541683795
"85"	583.365119251443	1519.75126663351	56.8395706468314
"86"	584.548433636118	1520.84400351932	59.9917521082958
"87"	586.283959313476	1523.139259679	59.8173551059864
"88"	585.893064343545	1521.29931731297	59.5477884312696
"89"	585.117574106097	1521.3743059661	58.6526651266727
"90"	583.765530946223	1519.86395814721	59.1377565705815
"91"	583.948562036983	1520.43325251234	58.6101745725955
"92"	584.577743872336	1521.12482821255	58.6332182379773
"93"	583.483167282437	1519.97990718534	58.1989880295361
"94"	583.221379313078	1520.76931176841	58.1815780653254
"95"	584.071952993017	1519.83110188137	58.6999291660531
"96"	585.87884103166	1522.17046419734	59.5479087372688
"97"	584.431132109869	1520.26445157977	59.2870335653602
"98"	584.471161587775	1520.99073132647	57.772953980502
"99"	583.095311045511	1519.77035901709	58.416876516533
"100"	584.008009845331	1519.90716968064	58.7092246239891
"101"	585.621996804137	1520.98408554433	60.4832027507825
"102"	586.085719370991	1521.22941965623	57.7709293343039
"103"	586.757480683172	1523.02586130029	60.8129465141525
"104"	584.460142663565	1519.75582874442	59.5470490332783
"105"	585.41374821582	1521.28412916263	58.1093639261686
